text,intent
How is life treating you?,greeting
"Hi there, how are things?",greeting
"Hello, how are you?",greeting
"Hey, how's it going?",greeting
"Hello, are you doing alright?",greeting
Hi!? Are you doing okay?,greeting
What's happening?,greeting
Hey what's up?,greeting
"Why, hello bandit?",greeting
"Howdy, what's new?",greeting
Salutations!?,greeting
Make the settings go back to the original?,reset_settings
Go back the the settings you had originally?,reset_settings
Change settings to how they were originally?,reset_settings
Go back to your original settings?,reset_settings
Reset the factory settings?,reset_settings
Reset the factory settings please?,reset_settings
Reset the factory settings now please?,reset_settings
Please reset the factory settings?,reset_settings
Reset the factory settings if possible?,reset_settings
Go ahead and reset your factory settings?,reset_settings
Change to factory settings now?,reset_settings
Please go back to to factory settings now?,reset_settings
Go back to factory settings now?,reset_settings
You need to go back to the original settings?,reset_settings
Go ahead and go back to the original settings?,reset_settings
I want you to reset your factory settings?,reset_settings
Please go back to the original settings?,reset_settings
Please reset your factory settings?,reset_settings
Go back to the original settings now?,reset_settings
Please go back to the settings of the original?,reset_settings
I need you to reset your factory settings?,reset_settings
You got to go back to factory settings now?,reset_settings
Please go to factory settings now?,reset_settings
Restore my factory settings immediately please?,reset_settings
Go back to factory settings please?,reset_settings
Can you restore factory settings now?,reset_settings
Go back to the factory settings for this device?,reset_settings
I want factory settings restores right now?,reset_settings
Do a hard reset to factory settings?,reset_settings
I'd like to reset to factory settings?,reset_settings
Clear all settings in a reset?,reset_settings
Please revert all settings to factory default?,reset_settings
I'd like to revert to factory settings?,reset_settings
Reset to factory default?,reset_settings
Do a hard reset?,reset_settings
Please revert to your factory settings?,reset_settings
Return to your factory settings?,reset_settings
You need to reset your factory settings?,reset_settings
Would you reset your factory settings?,reset_settings
You should reset your factory settings?,reset_settings
Could you reset your factory settings please?,reset_settings
Reset to original settings?,reset_settings
Return to default settings?,reset_settings
Return to factory default?,reset_settings
Change back to your initial settings please?,reset_settings
Go back to your normal settings please?,reset_settings
Alter back to your orginal settings?,reset_settings
Reset to your natural settings?,reset_settings
Change back to your factory settins?,reset_settings
I want to go back to the factory settings?,reset_settings
Help me get my device back to it's factory settings?,reset_settings
Tell me how i can reset to factory settings?,reset_settings
I want my original settings back?,reset_settings
Return it back to the original settings?,reset_settings
Please turn my settings back to the original settings?,reset_settings
Get my back to factory settings?,reset_settings
Refresh to factory defaults?,reset_settings
Reset to default settings please?,reset_settings
Reset device to original settings?,reset_settings
Reset to default settings?,reset_settings
Please change back to initial device settings?,reset_settings
Go back to initial factory state?,reset_settings
Go back to initial settings?,reset_settings
Make all settings the initial defaults if you would?,reset_settings
Revert to factory settings please?,reset_settings
I want you to reset to brand new please?,reset_settings
Revert to your factory settings?,reset_settings
Restore your original settings?,reset_settings
"Restore your factory settings, please?",reset_settings
Restore your original settings now?,reset_settings
"Restore your original settings, please?",reset_settings
Revert back to your factory settings?,reset_settings
"Return to your original settings, please?",reset_settings
"Revert to your factory settings, please?",reset_settings
Switch back to your factory settings?,reset_settings
"Revert back to your factory settings, please?",reset_settings
Is it possible to change to original settings?,reset_settings
Can you go back to my original settings?,reset_settings
I need you to switch to my original settings?,reset_settings
Go to default setting?,reset_settings
Change back to default settings?,reset_settings
I want to be switched back to my factory settings?,reset_settings
I'd like to switch back to my factory settings?,reset_settings
Put me back on my factory settings?,reset_settings
I need to switch back to my factory settings?,reset_settings
I need to go back on my factory settings?,reset_settings
Return to your original settings?,reset_settings
Restore the factory settings?,reset_settings
Let's go to default settings?,reset_settings
Go to factory settings?,reset_settings
Would you please reboot yourself to factory settings?,reset_settings
Please go back to your factory settings?,reset_settings
Please reconfigure yourself back to factory settings?,reset_settings
I would like you to revert to your factory settings?,reset_settings
I want to put you back to original settings?,reset_settings
I want you reset to factory settings?,reset_settings
I want factory settings put back in place?,reset_settings
I want to reset your settings to the original?,reset_settings
Go back to the original settings?,reset_settings
Go back to your factory settings?,reset_settings
What's your full name?,what_is_your_name
I didn't get your name?,what_is_your_name
What's should i call you by?,what_is_your_name
Can you tell me the ai's name?,what_is_your_name
What is the ai's name?,what_is_your_name
Does the ai have a name?,what_is_your_name
I'd like to know what to call you?,what_is_your_name
What name do you prefer?,what_is_your_name
Do you have a preference regarding what i should call you?,what_is_your_name
Do you have a name i can use?,what_is_your_name
What are you called?,what_is_your_name
Give me your name?,what_is_your_name
What do people call you?,what_is_your_name
